DT_EXIBICAO,TITULO_ORIGINAL,TITULO_BRASILEIRO,PAIS,UF_COMPLEXO,MUNICIPIO_COMPLEXO,RAZAO_SOCIAL_DISTRIBUIDORA,PUBLICO
2023-02-05,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,NITERÓI,WARNER BROS. (SOUTH) INC.,331
2023-01-19,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,CORONEL FABRICIANO,WARNER BROS. (SOUTH) INC.,2
2023-04-07,DEMON SLAYER: TO THE SWORDSMITH VILLAGE,DEMON SLAYER: TO THE SWORDSMITH VILLAGE, Japão,SP,SÃO PAULO,CINECOLOR DO BRASIL LTDA,10
2023-03-15,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PR,MARINGÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,9
2023-04-14,SCREAM VI,PÂNICO VI, Estados Unidos,BA,JEQUIÉ,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,12
2023-02-10,THE AMAZING MAURICE,O GRANDE MAURICINHO," Alemanha, Estados Unidos, Reino Unido",SP,SANTOS,WMIX DISTRIBUIDORA LTDA.,9
2023-02-02,AFTERSUN,AFTERSUN," Estados Unidos, Reino Unido",SP,SÃO PAULO,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,40
2023-04-10,SCREAM VI,PÂNICO VI, Estados Unidos,RJ,NOVA IGUAÇU,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,26
2023-05-28,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SC,SOMBRIO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,6
2023-04-16,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SC,CRICIÚMA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,19
2023-05-18,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,8
2023-04-18,O PASTOR E O GUERRILHEIRO,, Brasil,RS,PORTO ALEGRE,A2 DISTRIBUIDORA DE FILMES LTDA EPP,6
2023-06-18,THE FLASH,THE FLASH, Estados Unidos,AM,MANAUS,WARNER BROS. (SOUTH) INC.,247
2023-01-29,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,TO,PALMAS,WARNER BROS. (SOUTH) INC.,61
2023-04-24,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,PIRACICABA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,56
2023-06-18,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,40
2023-01-08,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,140
2023-06-27,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,GUARULHOS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,23
2023-04-23,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MT,CUIABÁ,WARNER BROS. (SOUTH) INC.,64
2023-05-10,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,75
2023-03-30,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,CONTAGEM,WARNER BROS. (SOUTH) INC.,3
2023-05-15,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,CE,FORTALEZA,WARNER BROS. (SOUTH) INC.,210
2023-05-17,LOVE AGAIN,O AMOR MANDOU MENSAGEM, Estados Unidos,PE,OLINDA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,15
2023-03-29,SCREAM VI,PÂNICO VI, Estados Unidos,SP,AGUAÍ,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,16
2023-04-21,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MG,IPATINGA,WARNER BROS. (SOUTH) INC.,331
2023-01-08,TERRIFIER 2,TERRIFIER 2, Estados Unidos,SC,PORTO UNIÃO,WMIX DISTRIBUIDORA LTDA.,25
2023-05-25,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,PA,REDENÇÃO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,44
2023-05-05,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,72
2023-03-05,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,MG,ITAÚNA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,13
2023-06-28,ELEMENTAL,ELEMENTOS, Estados Unidos,PR,LONDRINA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,91
2023-04-26,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,SÃO JOSÉ DOS CAMPOS,WARNER BROS. (SOUTH) INC.,220
2023-06-25,ELEMENTAL,ELEMENTOS, Estados Unidos,SC,BLUMENAU,THE WALT DISNEY COMPANY (BRASIL) LTDA.,12
2023-02-19,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,118
2023-03-11,SCREAM VI,PÂNICO VI, Estados Unidos,PE,CARUARU,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,143
2023-01-23,BABYLON,BABILÔNIA, Estados Unidos,SP,BARUERI,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,17
2023-04-24,NINGUÉM É DE NINGUÉM,, Brasil,DF,BRASÍLIA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,9
2023-01-08,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,NOVA FRIBURGO,WARNER BROS. (SOUTH) INC.,111
2023-06-21,THE FLASH,THE FLASH, Estados Unidos,SP,CAJAMAR,WARNER BROS. (SOUTH) INC.,55
2023-03-14,SCREAM VI,PÂNICO VI, Estados Unidos,CE,FORTALEZA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,31
2023-03-26,O RIO DO DESEJO,, Brasil,SP,SÃO PAULO,GULLANE ENTRETENIMENTO S.A.,60
2023-04-11,AIR,AIR: A HISTÓRIA POR TRÁS DO LOGO, Estados Unidos,PR,CURITIBA,WARNER BROS. (SOUTH) INC.,7
2023-06-27,ELEMENTAL,ELEMENTOS, Estados Unidos,BA,CAMAÇARI,THE WALT DISNEY COMPANY (BRASIL) LTDA.,76
2023-02-08,HUNT,OPERAÇÃO HUNT, Coréia do Sul,RJ,RIO DE JANEIRO,SYNAPSE BRAZIL PRODUCTION AND DISTRIBUTION LTDA,4
2023-02-16,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,RS,CAXIAS DO SUL,THE WALT DISNEY COMPANY (BRASIL) LTDA.,52
2023-04-30,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,PR,CURITIBA,WARNER BROS. (SOUTH) INC.,347
2023-01-05,TERRIFIER 2,TERRIFIER 2, Estados Unidos,PR,FOZ DO IGUAÇU,WMIX DISTRIBUIDORA LTDA.,32
2023-05-10,KNIGHTS OF THE ZODIAC,OS CAVALEIROS DO ZODÍACO - SAINT SEIYA - O COMEÇO, Japão,SP,SÃO PAULO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,6
2023-01-28,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,AL,MACEIÓ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,86
2023-05-03,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,9
2023-06-15,URUBUS,, Brasil,RN,NATAL,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,1
2023-05-02,SADAKO DX,O CHAMADO 4: SAMARA RESSURGE, Japão,SP,OSASCO,SM DISTRIBUIDORA DE FILMES LTDA,35
2023-03-13,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,SC,BLUMENAU,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,8
2023-05-01,NINGUÉM É DE NINGUÉM,, Brasil,SP,CAMPINAS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,77
2023-04-11,SCREAM VI,PÂNICO VI, Estados Unidos,SC,PALHOÇA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,5
2023-02-16,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,BA,GUANAMBI,THE WALT DISNEY COMPANY (BRASIL) LTDA.,29
2023-02-27,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,CE,FORTALEZA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,19
2023-05-01,KNIGHTS OF THE ZODIAC,OS CAVALEIROS DO ZODÍACO - SAINT SEIYA - O COMEÇO, Japão,SP,FRANCA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,78
2023-06-04,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,ES,VITÓRIA,WARNER BROS. (SOUTH) INC.,9
2023-03-14,SCREAM VI,PÂNICO VI, Estados Unidos,SC,JOAÇABA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,45
2023-01-28,"CHEF JACK, O COZINHEIRO AVENTUREIRO",, Brasil,MG,LAVRAS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,2
2023-01-10,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,16
2023-01-13,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,CE,FORTALEZA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,103
2023-05-14,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,MAUÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,336
2023-03-13,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,MG,GOVERNADOR VALADARES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,12
2023-04-16,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",PR,CURITIBA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,188
2023-05-17,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,BA,SALVADOR,WARNER BROS. (SOUTH) INC.,19
2023-05-15,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,GO,JATAÍ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,30
2023-01-17,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,AM,MANAUS,WARNER BROS. (SOUTH) INC.,43
2023-02-08,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RS,NOVO HAMBURGO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,39
2023-01-24,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,84
2023-03-28,SCREAM VI,PÂNICO VI, Estados Unidos,MG,CATAGUASES,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,7
2023-05-28,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,TAUBATÉ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,400
2023-01-02,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,TUPÃ,WARNER BROS. (SOUTH) INC.,6
2023-02-08,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RS,SANTA ROSA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,41
2023-01-29,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SC,FLORIANÓPOLIS,WARNER BROS. (SOUTH) INC.,156
2023-01-09,MARTE UM,, Brasil,MG,BELO HORIZONTE,EMBAUBA FILMES LTDA,11
2023-05-01,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RS,PORTO ALEGRE,WARNER BROS. (SOUTH) INC.,78
2023-04-13,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",GO,APARECIDA DE GOIÂNIA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,37
2023-05-02,KNIGHTS OF THE ZODIAC,OS CAVALEIROS DO ZODÍACO - SAINT SEIYA - O COMEÇO, Japão,ES,VILA VELHA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,54
2023-04-19,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,PIRAJU,WARNER BROS. (SOUTH) INC.,35
2023-03-08,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,16
2023-06-12,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RN,MOSSORÓ,WARNER BROS. (SOUTH) INC.,4
2023-02-13,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,PR,MARINGÁ,WARNER BROS. (SOUTH) INC.,24
2023-01-02,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RJ,VOLTA REDONDA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,250
2023-02-28,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,RO,PORTO VELHO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,51
2023-02-19,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,MT,CUIABÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,102
2023-03-03,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,MT,PRIMAVERA DO LESTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18
2023-04-06,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,208
2023-01-18,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,MAUÁ,WARNER BROS. (SOUTH) INC.,34
2023-05-15,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,BA,SALVADOR,THE WALT DISNEY COMPANY (BRASIL) LTDA.,49
2023-02-26,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,LORENA,WARNER BROS. (SOUTH) INC.,8
2023-04-24,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RJ,DUQUE DE CAXIAS,WARNER BROS. (SOUTH) INC.,160
2023-03-15,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,SP,CAMPINAS,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,10
2023-04-26,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,PE,VITÓRIA DE SANTO ANTÃO,WARNER BROS. (SOUTH) INC.,3
2023-02-09,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,BA,ITABUNA,WARNER BROS. (SOUTH) INC.,24
2023-02-04,THE AMAZING MAURICE,O GRANDE MAURICINHO," Alemanha, Estados Unidos, Reino Unido",SP,SÃO PAULO,WMIX DISTRIBUIDORA LTDA.,17
2023-04-25,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,BA,SALVADOR,WARNER BROS. (SOUTH) INC.,71
2023-04-15,SUZUME,SUZUME, Japão,RJ,RIO DE JANEIRO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,9
2023-01-18,NAS ONDAS DA FÉ,, Brasil,SP,SÃO PAULO,WMIX DISTRIBUIDORA LTDA.,3
2023-03-19,SCREAM VI,PÂNICO VI, Estados Unidos,MG,OURO BRANCO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,11
2023-05-07,THE THREE MUSKETEERS: D’ARTAGNAN,OS TRÊS MOSQUETEIROS: D’ARTAGNAN, França,RJ,RIO DE JANEIRO,SM DISTRIBUIDORA DE FILMES LTDA,9
2023-01-11,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,AL,MACEIÓ,WARNER BROS. (SOUTH) INC.,32
2023-04-28,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,PR,CURITIBA,WARNER BROS. (SOUTH) INC.,160
2023-01-26,THE FABELMANS,OS FABELMANS, Estados Unidos,RN,NATAL,WARNER BROS. (SOUTH) INC.,17
2023-01-16,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,PR,CURITIBA,WARNER BROS. (SOUTH) INC.,67
2023-05-06,LEFT BEHIND: RISE OF THE ANTICHRIST,DEIXADOS PARA TRÁS: O INÍCIO DO FIM, Canadá,GO,GOIÂNIA,WMIX DISTRIBUIDORA LTDA.,39
2023-03-09,SCREAM VI,PÂNICO VI, Estados Unidos,BA,LUÍS EDUARDO MAGALHÃES,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,10
2023-03-01,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,SÃO JOSÉ DO RIO PRETO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,6
2023-05-04,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,INDAIATUBA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,99
2023-05-06,LEFT BEHIND: RISE OF THE ANTICHRIST,DEIXADOS PARA TRÁS: O INÍCIO DO FIM, Canadá,RJ,NITERÓI,WMIX DISTRIBUIDORA LTDA.,7
2023-04-15,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,CAMPINAS,WARNER BROS. (SOUTH) INC.,278
2023-01-11,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,UBERABA,WARNER BROS. (SOUTH) INC.,209
2023-01-06,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,PA,PARAUAPEBAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,136
2023-04-02,TCHAIKOVSKY'S WIFE,A ESPOSA DE TCHAIKOVSKY, França,PE,RECIFE,TAG CULTURAL DISTRIBUIDORA DE FILMES LTDA,70
2023-05-11,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,PA,MARABÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,37
2023-04-20,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RJ,NITERÓI,WARNER BROS. (SOUTH) INC.,104
2023-02-25,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,CAMPINAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,35
2023-03-13,SCREAM VI,PÂNICO VI, Estados Unidos,PR,LONDRINA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,22
2023-05-25,CHAMPIONS,CAMPEÕES, Estados Unidos,ES,VILA VELHA,WARNER BROS. (SOUTH) INC.,2
2023-03-15,SCREAM VI,PÂNICO VI, Estados Unidos,PR,CURITIBA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,72
2023-03-22,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,MA,IMPERATRIZ,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,16
2023-02-19,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,MG,SETE LAGOAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18
2023-02-19,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,MG,BELO HORIZONTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,22
2023-03-07,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,GO,GOIÂNIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,34
2023-05-29,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,MG,CONTAGEM,THE WALT DISNEY COMPANY (BRASIL) LTDA.,75
2023-02-20,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,BA,TEIXEIRA DE FREITAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,15
2023-03-11,SCREAM VI,PÂNICO VI, Estados Unidos,RJ,RIO DE JANEIRO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,59
2023-05-14,LOVE AGAIN,O AMOR MANDOU MENSAGEM, Estados Unidos,AL,MACEIÓ,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,22
2023-02-19,KNOCK AT THE CABIN,BATEM À PORTA, Estados Unidos,SP,SÃO BERNARDO DO CAMPO,WARNER BROS. (SOUTH) INC.,21
2023-04-26,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,PR,MARINGÁ,WARNER BROS. (SOUTH) INC.,43
2023-04-15,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,OSASCO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,202
2023-06-16,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,TAUBATÉ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,79
2023-05-28,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SC,FLORIANÓPOLIS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,257
2023-03-24,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,SP,SÃO PAULO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,3
2023-06-28,ELEMENTAL,ELEMENTOS, Estados Unidos,MG,BETIM,THE WALT DISNEY COMPANY (BRASIL) LTDA.,42
2023-04-28,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,ES,CARIACICA,WARNER BROS. (SOUTH) INC.,30
2023-05-27,ABOUT MY FATHER,MEU PAI É UM PERIGO, Estados Unidos,RJ,RIO DE JANEIRO,SM DISTRIBUIDORA DE FILMES LTDA,4
2023-01-11,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,PE,RECIFE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,66
2023-05-17,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,TO,GURUPI,WARNER BROS. (SOUTH) INC.,2
2023-02-11,AFTERSUN,AFTERSUN," Estados Unidos, Reino Unido",SP,SÃO PAULO,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,17
2023-05-06,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,TO,PALMAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,416
2023-02-25,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,OSASCO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,185
2023-04-23,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,PE,RECIFE,WARNER BROS. (SOUTH) INC.,228
2023-01-16,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,MG,PASSOS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,23
2023-06-23,THE FLASH,THE FLASH, Estados Unidos,SP,BOTUCATU,WARNER BROS. (SOUTH) INC.,64
2023-06-21,THE FLASH,THE FLASH, Estados Unidos,SP,RIBEIRÃO PRETO,WARNER BROS. (SOUTH) INC.,15
2023-06-07,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,BA,ITABUNA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,61
2023-04-29,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,SC,FLORIANÓPOLIS,WARNER BROS. (SOUTH) INC.,36
2023-04-10,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MG,BELO HORIZONTE,WARNER BROS. (SOUTH) INC.,24
2023-04-14,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,87
